country_code,country_name,sector,industria,year,value
ARE,United Arab Emirates,Manufacturing,Defense & Space,2015,378.74
ARE,United Arab Emirates,Information and communication,Computer Hardware,2015,100.97
ARE,United Arab Emirates,Information and communication,Computer Software,2015,1079.36
ARE,United Arab Emirates,Information and communication,Computer Networking,2015,401.46
ARE,United Arab Emirates,Information and communication,Internet,2015,1840.33
ARE,United Arab Emirates,Information and communication,Telecommunications,2015,676.91
ARE,United Arab Emirates,Professional scientific and technical activities,Law Practice,2015,694.5
ARE,United Arab Emirates,Professional scientific and technical activities,Legal Services,2015,661.1
ARE,United Arab Emirates,Professional scientific and technical activities,Management Consulting,2015,982.85
ARE,United Arab Emirates,Professional scientific and technical activities,Biotechnology,2015,1230.17
ARE,United Arab Emirates,Human health and social work activities,Medical Practice,2015,674.12
ARE,United Arab Emirates,Human health and social work activities,Hospital & Health Care,2015,784.47
ARE,United Arab Emirates,Manufacturing,Pharmaceuticals,2015,893.55
ARE,United Arab Emirates,Human health and social work activities,Medical Device,2015,885.0
ARE,United Arab Emirates,Wholesale and retail trade; repair of motor vehicles and motorcycles,Cosmetics,2015,928.04
ARE,United Arab Emirates,Wholesale and retail trade; repair of motor vehicles and motorcycles,Apparel & Fashion,2015,912.57
ARE,United Arab Emirates,Wholesale and retail trade; repair of motor vehicles and motorcycles,Sporting Goods,2015,843.99
ARE,United Arab Emirates,Wholesale and retail trade; repair of motor vehicles and motorcycles,Tobacco,2015,1377.42
ARE,United Arab Emirates,Wholesale and retail trade; repair of motor vehicles and motorcycles,Supermarkets,2015,386.54
ARE,United Arab Emirates,Manufacturing,Food Production,2015,848.27
ARE,United Arab Emirates,Wholesale and retail trade; repair of motor vehicles and motorcycles,Consumer Electronics,2015,645.01
ARE,United Arab Emirates,Wholesale and retail trade; repair of motor vehicles and motorcycles,Consumer Goods,2015,758.67
ARE,United Arab Emirates,Wholesale and retail trade; repair of motor vehicles and motorcycles,Furniture,2015,567.96
ARE,United Arab Emirates,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail,2015,542.11
ARE,United Arab Emirates,"Arts, entertainment and recreation ",Entertainment,2015,781.66
ARE,United Arab Emirates,Administrative and support service activities,"Leisure, Travel & Tourism",2015,780.06
ARE,United Arab Emirates,Accommodation and food service activities,Hospitality,2015,523.45
ARE,United Arab Emirates,Accommodation and food service activities,Restaurants,2015,643.85
ARE,United Arab Emirates,"Arts, entertainment and recreation ",Sports,2015,891.24
ARE,United Arab Emirates,Wholesale and retail trade; repair of motor vehicles and motorcycles,Food & Beverages,2015,712.15
ARE,United Arab Emirates,Information and communication,Motion Pictures & Film,2015,559.91
ARE,United Arab Emirates,Information and communication,Broadcast Media,2015,383.57
ARE,United Arab Emirates,Financial and insurance activities,Banking,2015,643.59
ARE,United Arab Emirates,Financial and insurance activities,Insurance,2015,676.43
ARE,United Arab Emirates,Financial and insurance activities,Financial Services,2015,782.88
ARE,United Arab Emirates,Real estate activities,Real Estate,2015,663.11
ARE,United Arab Emirates,Financial and insurance activities,Investment Banking,2015,704.44
ARE,United Arab Emirates,Financial and insurance activities,Investment Management,2015,545.68
ARE,United Arab Emirates,Professional scientific and technical activities,Accounting,2015,1308.05
ARE,United Arab Emirates,Construction,Construction,2015,480.54
ARE,United Arab Emirates,Construction,Building Materials,2015,527.05
ARE,United Arab Emirates,Professional scientific and technical activities,Architecture & Planning,2015,773.34
ARE,United Arab Emirates,Construction,Civil Engineering,2015,517.71
ARE,United Arab Emirates,Manufacturing,Aviation & Aerospace,2015,843.2
ARE,United Arab Emirates,Manufacturing,Automotive,2015,697.89
ARE,United Arab Emirates,Manufacturing,Chemicals,2015,778.56
ARE,United Arab Emirates,Manufacturing,Machinery,2015,601.11
ARE,United Arab Emirates,Mining and quarrying,Mining & Metals,2015,599.59
ARE,United Arab Emirates,Mining and quarrying,Oil & Energy,2015,355.69
ARE,United Arab Emirates,Manufacturing,Shipbuilding,2015,417.76
ARE,United Arab Emirates,"Electricity, gas, steam and air conditioning supply",Utilities,2015,391.33
ARE,United Arab Emirates,Manufacturing,Textiles,2015,1082.33
ARE,United Arab Emirates,"Agriculture, forestry and fishing ",Farming,2015,960.3
ARE,United Arab Emirates,"Agriculture, forestry and fishing ",Dairy,2015,762.42
ARE,United Arab Emirates,Education,Primary/Secondary Education,2015,872.3
ARE,United Arab Emirates,Education,Higher Education,2015,395.56
ARE,United Arab Emirates,Education,Education Management,2015,735.97
ARE,United Arab Emirates,Professional scientific and technical activities,Research,2015,1179.79
ARE,United Arab Emirates,Public administration and defence; compulsory social security,Military,2015,-161.21
ARE,United Arab Emirates,Public administration and defence; compulsory social security,International Affairs,2015,1468.53
ARE,United Arab Emirates,Public administration and defence; compulsory social security,Government Administration,2015,349.22
ARE,United Arab Emirates,Professional scientific and technical activities,Executive Office,2015,718.59
ARE,United Arab Emirates,Public administration and defence; compulsory social security,Public Safety,2015,476.41
ARE,United Arab Emirates,Professional scientific and technical activities,Marketing & Advertising,2015,914.21
ARE,United Arab Emirates,Information and communication,Newspapers,2015,338.09
ARE,United Arab Emirates,Information and communication,Publishing,2015,713.77
ARE,United Arab Emirates,Manufacturing,Printing,2015,515.04
ARE,United Arab Emirates,Professional scientific and technical activities,Information Services,2015,880.61
ARE,United Arab Emirates,Professional scientific and technical activities,Environmental Services,2015,509.29
ARE,United Arab Emirates,Transportation and storage,Package/Freight Delivery,2015,336.76
ARE,United Arab Emirates,Other service activities,Individual & Family Services,2015,881.61
ARE,United Arab Emirates,Other service activities,Civic & Social Organization,2015,927.36
ARE,United Arab Emirates,Wholesale and retail trade; repair of motor vehicles and motorcycles,Consumer Services,2015,990.49
ARE,United Arab Emirates,Transportation and storage,Transportation/Trucking/Railroad,2015,555.67
ARE,United Arab Emirates,Transportation and storage,Airlines/Aviation,2015,417.97
ARE,United Arab Emirates,Transportation and storage,Maritime,2015,564.27
ARE,United Arab Emirates,Information and communication,Information Technology & Services,2015,1028.6
ARE,United Arab Emirates,Professional scientific and technical activities,Market Research,2015,812.05
ARE,United Arab Emirates,Professional scientific and technical activities,Public Relations & Communications,2015,727.69
ARE,United Arab Emirates,Professional scientific and technical activities,Design,2015,640.1
ARE,United Arab Emirates,Other service activities,Non-Profit Organization Management,2015,979.86
ARE,United Arab Emirates,Administrative and support service activities,Staffing & Recruiting,2015,862.66
ARE,United Arab Emirates,Professional scientific and technical activities,Professional Training & Coaching,2015,914.25
ARE,United Arab Emirates,Financial and insurance activities,Venture Capital & Private Equity,2015,951.09
ARE,United Arab Emirates,Information and communication,Computer Games,2015,1662.82
ARE,United Arab Emirates,Professional scientific and technical activities,Events Services,2015,656.46
ARE,United Arab Emirates,"Arts, entertainment and recreation ",Arts & Crafts,2015,590.13
ARE,United Arab Emirates,Manufacturing,Electrical & Electronic Manufacturing,2015,628.52
ARE,United Arab Emirates,Information and communication,Online Media,2015,788.93
ARE,United Arab Emirates,"Arts, entertainment and recreation ",Music,2015,819.46
ARE,United Arab Emirates,Transportation and storage,Logistics & Supply Chain,2015,567.79
ARE,United Arab Emirates,Manufacturing,Plastics,2015,512.27
ARE,United Arab Emirates,Information and communication,Computer & Network Security,2015,866.54
ARE,United Arab Emirates,Administrative and support service activities,Security & Investigations,2015,432.17
ARE,United Arab Emirates,Administrative and support service activities,Facilities Services,2015,591.12
ARE,United Arab Emirates,Professional scientific and technical activities,Outsourcing/Offshoring,2015,1329.1
ARE,United Arab Emirates,"Arts, entertainment and recreation ","Health, Wellness & Fitness",2015,882.67
ARE,United Arab Emirates,Information and communication,Media Production,2015,533.3
ARE,United Arab Emirates,"Arts, entertainment and recreation ",Animation,2015,1264.88
ARE,United Arab Emirates,Real estate activities,Commercial Real Estate,2015,532.74
ARE,United Arab Emirates,Financial and insurance activities,Capital Markets,2015,1345.11
ARE,United Arab Emirates,Education,E-Learning,2015,2280.6
ARE,United Arab Emirates,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale,2015,700.71
ARE,United Arab Emirates,Transportation and storage,Import & Export,2015,619.38
ARE,United Arab Emirates,Professional scientific and technical activities,Mechanical or Industrial Engineering,2015,694.75
ARE,United Arab Emirates,Professional scientific and technical activities,Photography,2015,652.03
ARE,United Arab Emirates,Administrative and support service activities,Human Resources,2015,942.87
ARE,United Arab Emirates,Administrative and support service activities,Business Supplies & Equipment,2015,570.72
ARE,United Arab Emirates,Other service activities,International Trade & Development,2015,703.19
ARE,United Arab Emirates,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wine & Spirits,2015,1487.6
ARE,United Arab Emirates,Wholesale and retail trade; repair of motor vehicles and motorcycles,Luxury Goods & Jewelry,2015,571.33
ARE,United Arab Emirates,Manufacturing,Renewables & Environment,2015,1045.33
ARE,United Arab Emirates,Manufacturing,"Glass, Ceramics & Concrete",2015,455.67
ARE,United Arab Emirates,Manufacturing,Packaging & Containers,2015,597.5
ARE,United Arab Emirates,Manufacturing,Industrial Automation,2015,744.22
ARE,United Arab Emirates,Public administration and defence; compulsory social security,Government Relations,2015,368.76
AFG,Afghanistan,Manufacturing,Defense & Space,2015,-869.73
AFG,Afghanistan,Information and communication,Telecommunications,2015,-191.35
AFG,Afghanistan,Professional scientific and technical activities,Management Consulting,2015,0.0
AFG,Afghanistan,Human health and social work activities,Hospital & Health Care,2015,166.78
AFG,Afghanistan,Financial and insurance activities,Banking,2015,298.12
AFG,Afghanistan,Construction,Construction,2015,-407.02
AFG,Afghanistan,Construction,Civil Engineering,2015,-559.85
AFG,Afghanistan,Mining and quarrying,Oil & Energy,2015,-688.49
AFG,Afghanistan,Education,Higher Education,2015,69.89
AFG,Afghanistan,Public administration and defence; compulsory social security,Military,2015,-1172.34
AFG,Afghanistan,Public administration and defence; compulsory social security,International Affairs,2015,-292.85
AFG,Afghanistan,Public administration and defence; compulsory social security,Government Administration,2015,-123.15
AFG,Afghanistan,Information and communication,Information Technology & Services,2015,-300.32
AFG,Afghanistan,Other service activities,Non-Profit Organization Management,2015,-44.21
AFG,Afghanistan,Transportation and storage,Logistics & Supply Chain,2015,-917.05
AFG,Afghanistan,Administrative and support service activities,Security & Investigations,2015,-381.88
AFG,Afghanistan,Other service activities,International Trade & Development,2015,-141.92
ALB,Albania,Information and communication,Telecommunications,2015,-168.88
ALB,Albania,Financial and insurance activities,Banking,2015,-319.18
ALB,Albania,Construction,Construction,2015,-401.64
ALB,Albania,Mining and quarrying,Oil & Energy,2015,-14.82
ALB,Albania,Education,Higher Education,2015,-51.61
ALB,Albania,Public administration and defence; compulsory social security,International Affairs,2015,-381.72
ALB,Albania,Information and communication,Information Technology & Services,2015,-146.66
ALB,Albania,Other service activities,Non-Profit Organization Management,2015,-379.81
ARM,Armenia,Information and communication,Computer Software,2015,-53.25
ARM,Armenia,Education,Higher Education,2015,-60.05
ARM,Armenia,Information and communication,Information Technology & Services,2015,-103.19
AGO,Angola,Information and communication,Telecommunications,2015,264.62
AGO,Angola,Professional scientific and technical activities,Management Consulting,2015,348.35
AGO,Angola,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail,2015,1254.28
AGO,Angola,Wholesale and retail trade; repair of motor vehicles and motorcycles,Food & Beverages,2015,560.35
AGO,Angola,Financial and insurance activities,Banking,2015,247.86
AGO,Angola,Construction,Construction,2015,305.94
AGO,Angola,Construction,Civil Engineering,2015,222.86
AGO,Angola,Mining and quarrying,Oil & Energy,2015,174.08
AGO,Angola,Information and communication,Information Technology & Services,2015,214.57
ARG,Argentina,Information and communication,Computer Software,2015,-41.41
ARG,Argentina,Information and communication,Internet,2015,-34.53
ARG,Argentina,Information and communication,Telecommunications,2015,8.46
ARG,Argentina,Professional scientific and technical activities,Law Practice,2015,8.48
ARG,Argentina,Professional scientific and technical activities,Management Consulting,2015,46.36
ARG,Argentina,Human health and social work activities,Hospital & Health Care,2015,7.99
ARG,Argentina,Manufacturing,Pharmaceuticals,2015,20.18
ARG,Argentina,Human health and social work activities,Medical Device,2015,27.17
ARG,Argentina,Wholesale and retail trade; repair of motor vehicles and motorcycles,Cosmetics,2015,-18.99
ARG,Argentina,Wholesale and retail trade; repair of motor vehicles and motorcycles,Apparel & Fashion,2015,8.57
ARG,Argentina,Wholesale and retail trade; repair of motor vehicles and motorcycles,Tobacco,2015,-111.59
ARG,Argentina,Manufacturing,Food Production,2015,-1.8
ARG,Argentina,Wholesale and retail trade; repair of motor vehicles and motorcycles,Consumer Electronics,2015,-33.29
ARG,Argentina,Wholesale and retail trade; repair of motor vehicles and motorcycles,Consumer Goods,2015,-38.71
ARG,Argentina,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail,2015,12.86
ARG,Argentina,"Arts, entertainment and recreation ",Entertainment,2015,-6.42
ARG,Argentina,Administrative and support service activities,"Leisure, Travel & Tourism",2015,-8.43
ARG,Argentina,Accommodation and food service activities,Hospitality,2015,-3.28
ARG,Argentina,Accommodation and food service activities,Restaurants,2015,1.96
ARG,Argentina,"Arts, entertainment and recreation ",Sports,2015,0.0
ARG,Argentina,Wholesale and retail trade; repair of motor vehicles and motorcycles,Food & Beverages,2015,19.62
ARG,Argentina,Information and communication,Broadcast Media,2015,-2.23
ARG,Argentina,Financial and insurance activities,Banking,2015,-0.55
ARG,Argentina,Financial and insurance activities,Insurance,2015,-11.39
ARG,Argentina,Financial and insurance activities,Financial Services,2015,-15.43
ARG,Argentina,Real estate activities,Real Estate,2015,13.63
ARG,Argentina,Professional scientific and technical activities,Accounting,2015,0.0
ARG,Argentina,Construction,Construction,2015,24.9
ARG,Argentina,Professional scientific and technical activities,Architecture & Planning,2015,-5.06
ARG,Argentina,Construction,Civil Engineering,2015,45.76
ARG,Argentina,Manufacturing,Automotive,2015,2.64
ARG,Argentina,Manufacturing,Chemicals,2015,28.78
ARG,Argentina,Manufacturing,Machinery,2015,21.84
ARG,Argentina,Mining and quarrying,Mining & Metals,2015,-2.7
ARG,Argentina,Mining and quarrying,Oil & Energy,2015,-8.16
ARG,Argentina,"Agriculture, forestry and fishing ",Farming,2015,6.91
ARG,Argentina,Education,Primary/Secondary Education,2015,5.41
ARG,Argentina,Education,Higher Education,2015,-19.31
ARG,Argentina,Education,Education Management,2015,17.91
ARG,Argentina,Professional scientific and technical activities,Research,2015,20.35
ARG,Argentina,Public administration and defence; compulsory social security,International Affairs,2015,-347.44
ARG,Argentina,Public administration and defence; compulsory social security,Government Administration,2015,5.91
ARG,Argentina,Professional scientific and technical activities,Marketing & Advertising,2015,-27.58
ARG,Argentina,Professional scientific and technical activities,Environmental Services,2015,-3.29
ARG,Argentina,Other service activities,Civic & Social Organization,2015,-3.23
ARG,Argentina,Transportation and storage,Airlines/Aviation,2015,-31.74
ARG,Argentina,Information and communication,Information Technology & Services,2015,-32.39
ARG,Argentina,Professional scientific and technical activities,Design,2015,-17.98
ARG,Argentina,Other service activities,Non-Profit Organization Management,2015,-53.84
ARG,Argentina,Administrative and support service activities,Staffing & Recruiting,2015,67.86
ARG,Argentina,Professional scientific and technical activities,Translation & Localization,2015,-49.97
ARG,Argentina,Manufacturing,Electrical & Electronic Manufacturing,2015,2.03
ARG,Argentina,Transportation and storage,Logistics & Supply Chain,2015,21.25
ARG,Argentina,Professional scientific and technical activities,Outsourcing/Offshoring,2015,10.49
ARG,Argentina,"Arts, entertainment and recreation ","Health, Wellness & Fitness",2015,4.49
ARG,Argentina,Information and communication,Media Production,2015,12.53
ARG,Argentina,Professional scientific and technical activities,Mechanical or Industrial Engineering,2015,-44.96
ARG,Argentina,Administrative and support service activities,Human Resources,2015,22.04
ARG,Argentina,Other service activities,International Trade & Development,2015,-52.35
ARG,Argentina,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wine & Spirits,2015,-26.04
ARG,Argentina,Manufacturing,Renewables & Environment,2015,18.1
AUT,Austria,Information and communication,Computer Software,2015,189.46
AUT,Austria,Information and communication,Internet,2015,301.66
AUT,Austria,Information and communication,Semiconductors,2015,326.79
AUT,Austria,Information and communication,Telecommunications,2015,94.09
AUT,Austria,Professional scientific and technical activities,Law Practice,2015,-104.5
AUT,Austria,Professional scientific and technical activities,Legal Services,2015,321.82
AUT,Austria,Professional scientific and technical activities,Management Consulting,2015,119.87
AUT,Austria,Professional scientific and technical activities,Biotechnology,2015,213.9
AUT,Austria,Human health and social work activities,Hospital & Health Care,2015,126.84
AUT,Austria,Manufacturing,Pharmaceuticals,2015,216.36
AUT,Austria,Human health and social work activities,Medical Device,2015,105.44
AUT,Austria,Wholesale and retail trade; repair of motor vehicles and motorcycles,Cosmetics,2015,232.86
AUT,Austria,Wholesale and retail trade; repair of motor vehicles and motorcycles,Apparel & Fashion,2015,365.69
AUT,Austria,Wholesale and retail trade; repair of motor vehicles and motorcycles,Sporting Goods,2015,250.9
AUT,Austria,Manufacturing,Food Production,2015,148.13
AUT,Austria,Wholesale and retail trade; repair of motor vehicles and motorcycles,Consumer Electronics,2015,50.58
AUT,Austria,Wholesale and retail trade; repair of motor vehicles and motorcycles,Consumer Goods,2015,56.05
AUT,Austria,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail,2015,228.1
AUT,Austria,"Arts, entertainment and recreation ",Entertainment,2015,64.98
AUT,Austria,"Arts, entertainment and recreation ",Gambling & Casinos,2015,111.29
AUT,Austria,Administrative and support service activities,"Leisure, Travel & Tourism",2015,92.55
AUT,Austria,Accommodation and food service activities,Hospitality,2015,25.72
AUT,Austria,"Arts, entertainment and recreation ",Sports,2015,506.17
AUT,Austria,Wholesale and retail trade; repair of motor vehicles and motorcycles,Food & Beverages,2015,332.32
AUT,Austria,Financial and insurance activities,Banking,2015,118.21
AUT,Austria,Financial and insurance activities,Insurance,2015,91.19
AUT,Austria,Financial and insurance activities,Financial Services,2015,193.57
AUT,Austria,Real estate activities,Real Estate,2015,45.15
AUT,Austria,Professional scientific and technical activities,Accounting,2015,-182.56
AUT,Austria,Construction,Construction,2015,100.82
AUT,Austria,Construction,Building Materials,2015,144.47
AUT,Austria,Professional scientific and technical activities,Architecture & Planning,2015,10.76
AUT,Austria,Construction,Civil Engineering,2015,329.17
AUT,Austria,Manufacturing,Aviation & Aerospace,2015,35.06
AUT,Austria,Manufacturing,Automotive,2015,212.51
AUT,Austria,Manufacturing,Chemicals,2015,186.93
AUT,Austria,Manufacturing,Machinery,2015,125.97
AUT,Austria,Mining and quarrying,Mining & Metals,2015,104.47
AUT,Austria,Mining and quarrying,Oil & Energy,2015,181.57
AUT,Austria,"Electricity, gas, steam and air conditioning supply",Utilities,2015,-32.33
AUT,Austria,Manufacturing,Paper & Forest Products,2015,131.85
AUT,Austria,Education,Higher Education,2015,155.37
AUT,Austria,Education,Education Management,2015,215.86
AUT,Austria,Professional scientific and technical activities,Research,2015,51.95
AUT,Austria,Public administration and defence; compulsory social security,International Affairs,2015,211.85
AUT,Austria,Public administration and defence; compulsory social security,Government Administration,2015,198.44
AUT,Austria,Professional scientific and technical activities,Marketing & Advertising,2015,212.88
AUT,Austria,Transportation and storage,Transportation/Trucking/Railroad,2015,99.03
AUT,Austria,Transportation and storage,Airlines/Aviation,2015,6.92
AUT,Austria,Information and communication,Information Technology & Services,2015,196.15
AUT,Austria,Professional scientific and technical activities,Design,2015,-12.7
AUT,Austria,Other service activities,Non-Profit Organization Management,2015,339.91
AUT,Austria,Administrative and support service activities,Staffing & Recruiting,2015,96.64
AUT,Austria,Professional scientific and technical activities,Professional Training & Coaching,2015,80.72
AUT,Austria,Professional scientific and technical activities,Events Services,2015,304.16
AUT,Austria,Manufacturing,Electrical & Electronic Manufacturing,2015,102.91
AUT,Austria,Transportation and storage,Logistics & Supply Chain,2015,190.95
AUT,Austria,"Arts, entertainment and recreation ","Health, Wellness & Fitness",2015,81.28
AUT,Austria,Information and communication,Media Production,2015,259.78
AUT,Austria,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale,2015,79.58
AUT,Austria,Professional scientific and technical activities,Mechanical or Industrial Engineering,2015,285.96
AUT,Austria,Other service activities,International Trade & Development,2015,219.87
AUT,Austria,Wholesale and retail trade; repair of motor vehicles and motorcycles,Luxury Goods & Jewelry,2015,-63.48
AUT,Austria,Manufacturing,Renewables & Environment,2015,-161.28
AUT,Austria,Manufacturing,Packaging & Containers,2015,178.78
AUT,Austria,Manufacturing,Industrial Automation,2015,96.87
AUS,Australia,Manufacturing,Defense & Space,2015,-17.87
AUS,Australia,Information and communication,Computer Hardware,2015,130.22
AUS,Australia,Information and communication,Computer Software,2015,289.14
AUS,Australia,Information and communication,Computer Networking,2015,196.17
AUS,Australia,Information and communication,Internet,2015,314.42
AUS,Australia,Information and communication,Semiconductors,2015,143.76
AUS,Australia,Information and communication,Telecommunications,2015,162.85
AUS,Australia,Professional scientific and technical activities,Law Practice,2015,-42.91
AUS,Australia,Professional scientific and technical activities,Legal Services,2015,60.66
AUS,Australia,Professional scientific and technical activities,Management Consulting,2015,139.32
AUS,Australia,Professional scientific and technical activities,Biotechnology,2015,163.93
AUS,Australia,Human health and social work activities,Medical Practice,2015,74.12
AUS,Australia,Human health and social work activities,Hospital & Health Care,2015,115.42
AUS,Australia,Manufacturing,Pharmaceuticals,2015,130.4
AUS,Australia,Professional scientific and technical activities,Veterinary,2015,47.9
AUS,Australia,Human health and social work activities,Medical Device,2015,104.76
AUS,Australia,Wholesale and retail trade; repair of motor vehicles and motorcycles,Cosmetics,2015,126.89
AUS,Australia,Wholesale and retail trade; repair of motor vehicles and motorcycles,Apparel & Fashion,2015,134.52
AUS,Australia,Wholesale and retail trade; repair of motor vehicles and motorcycles,Sporting Goods,2015,108.59
AUS,Australia,Wholesale and retail trade; repair of motor vehicles and motorcycles,Tobacco,2015,63.23
AUS,Australia,Manufacturing,Food Production,2015,119.8
AUS,Australia,Wholesale and retail trade; repair of motor vehicles and motorcycles,Consumer Electronics,2015,34.07
AUS,Australia,Wholesale and retail trade; repair of motor vehicles and motorcycles,Consumer Goods,2015,100.57
AUS,Australia,Wholesale and retail trade; repair of motor vehicles and motorcycles,Furniture,2015,138.74
AUS,Australia,Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail,2015,116.49
AUS,Australia,"Arts, entertainment and recreation ",Entertainment,2015,77.07
AUS,Australia,"Arts, entertainment and recreation ",Gambling & Casinos,2015,112.95
AUS,Australia,Administrative and support service activities,"Leisure, Travel & Tourism",2015,152.03
AUS,Australia,Accommodation and food service activities,Hospitality,2015,165.39
AUS,Australia,Accommodation and food service activities,Restaurants,2015,95.45
AUS,Australia,"Arts, entertainment and recreation ",Sports,2015,69.18
AUS,Australia,Wholesale and retail trade; repair of motor vehicles and motorcycles,Food & Beverages,2015,126.33
AUS,Australia,Information and communication,Motion Pictures & Film,2015,58.96
AUS,Australia,Information and communication,Broadcast Media,2015,-3.8
AUS,Australia,"Arts, entertainment and recreation ",Museums & Institutions,2015,119.3
AUS,Australia,"Arts, entertainment and recreation ",Fine Art,2015,52.32
AUS,Australia,"Arts, entertainment and recreation ",Performing Arts,2015,80.63
AUS,Australia,Administrative and support service activities,Recreational Facilities & Services,2015,62.12
AUS,Australia,Financial and insurance activities,Banking,2015,80.12
AUS,Australia,Financial and insurance activities,Insurance,2015,98.2
AUS,Australia,Financial and insurance activities,Financial Services,2015,91.87
AUS,Australia,Real estate activities,Real Estate,2015,59.6
AUS,Australia,Financial and insurance activities,Investment Banking,2015,139.7
AUS,Australia,Financial and insurance activities,Investment Management,2015,124.23
AUS,Australia,Professional scientific and technical activities,Accounting,2015,56.08
AUS,Australia,Construction,Construction,2015,14.76
AUS,Australia,Construction,Building Materials,2015,51.98
AUS,Australia,Professional scientific and technical activities,Architecture & Planning,2015,171.9
AUS,Australia,Construction,Civil Engineering,2015,-23.66
AUS,Australia,Manufacturing,Aviation & Aerospace,2015,63.48
AUS,Australia,Manufacturing,Automotive,2015,94.22
AUS,Australia,Manufacturing,Chemicals,2015,61.85
AUS,Australia,Manufacturing,Machinery,2015,44.01
AUS,Australia,Mining and quarrying,Mining & Metals,2015,-20.25
AUS,Australia,Mining and quarrying,Oil & Energy,2015,-74.32
AUS,Australia,"Electricity, gas, steam and air conditioning supply",Utilities,2015,46.78
AUS,Australia,Manufacturing,Textiles,2015,81.49
AUS,Australia,Manufacturing,Paper & Forest Products,2015,55.57
AUS,Australia,"Agriculture, forestry and fishing ",Farming,2015,109.3
AUS,Australia,"Agriculture, forestry and fishing ",Dairy,2015,89.48
AUS,Australia,Education,Primary/Secondary Education,2015,68.09
AUS,Australia,Education,Higher Education,2015,107.28
AUS,Australia,Education,Education Management,2015,119.7
AUS,Australia,Professional scientific and technical activities,Research,2015,99.6
AUS,Australia,Public administration and defence; compulsory social security,Military,2015,-57.7
AUS,Australia,Public administration and defence; compulsory social security,International Affairs,2015,221.35
AUS,Australia,Public administration and defence; compulsory social security,Government Administration,2015,52.9
AUS,Australia,Public administration and defence; compulsory social security,Law Enforcement,2015,-2.0
AUS,Australia,Public administration and defence; compulsory social security,Public Safety,2015,30.11
AUS,Australia,Public administration and defence; compulsory social security,Public Policy,2015,120.9
AUS,Australia,Professional scientific and technical activities,Marketing & Advertising,2015,128.27
AUS,Australia,Information and communication,Newspapers,2015,-113.84
AUS,Australia,Information and communication,Publishing,2015,70.61
AUS,Australia,Manufacturing,Printing,2015,67.64
AUS,Australia,Professional scientific and technical activities,Information Services,2015,176.93
AUS,Australia,Professional scientific and technical activities,Environmental Services,2015,50.94
AUS,Australia,Other service activities,Individual & Family Services,2015,92.59
AUS,Australia,Other service activities,Religious Institutions,2015,62.06
AUS,Australia,Other service activities,Civic & Social Organization,2015,191.98
AUS,Australia,Wholesale and retail trade; repair of motor vehicles and motorcycles,Consumer Services,2015,100.01
AUS,Australia,Transportation and storage,Transportation/Trucking/Railroad,2015,107.64
AUS,Australia,Transportation and storage,Airlines/Aviation,2015,32.43
AUS,Australia,Transportation and storage,Maritime,2015,79.66
AUS,Australia,Information and communication,Information Technology & Services,2015,258.26
AUS,Australia,Professional scientific and technical activities,Market Research,2015,193.11
AUS,Australia,Professional scientific and technical activities,Public Relations & Communications,2015,154.51
AUS,Australia,Professional scientific and technical activities,Design,2015,90.51
AUS,Australia,Other service activities,Non-Profit Organization Management,2015,113.37
AUS,Australia,Administrative and support service activities,Fundraising,2015,270.63
AUS,Australia,Information and communication,Writing & Editing,2015,-66.12
AUS,Australia,Administrative and support service activities,Staffing & Recruiting,2015,214.06
AUS,Australia,Professional scientific and technical activities,Professional Training & Coaching,2015,101.17
AUS,Australia,Financial and insurance activities,Venture Capital & Private Equity,2015,309.28
AUS,Australia,Professional scientific and technical activities,Translation & Localization,2015,312.13
AUS,Australia,Information and communication,Computer Games,2015,6.62
AUS,Australia,Professional scientific and technical activities,Events Services,2015,110.87
AUS,Australia,"Arts, entertainment and recreation ",Arts & Crafts,2015,39.35
AUS,Australia,Manufacturing,Electrical & Electronic Manufacturing,2015,72.51
AUS,Australia,Information and communication,Online Media,2015,-2.27
AUS,Australia,"Arts, entertainment and recreation ",Music,2015,11.5
AUS,Australia,Transportation and storage,Logistics & Supply Chain,2015,101.44
AUS,Australia,Manufacturing,Plastics,2015,47.44
AUS,Australia,Information and communication,Computer & Network Security,2015,387.99
AUS,Australia,Administrative and support service activities,Security & Investigations,2015,69.45
AUS,Australia,Administrative and support service activities,Facilities Services,2015,102.39
AUS,Australia,Professional scientific and technical activities,Outsourcing/Offshoring,2015,349.31
AUS,Australia,"Arts, entertainment and recreation ","Health, Wellness & Fitness",2015,103.51
AUS,Australia,Information and communication,Media Production,2015,91.31
AUS,Australia,"Arts, entertainment and recreation ",Animation,2015,222.03
AUS,Australia,Real estate activities,Commercial Real Estate,2015,78.66
AUS,Australia,Financial and insurance activities,Capital Markets,2015,197.39
AUS,Australia,Not_mapped,Think Tanks,2015,64.74
