labels,Country Name,Net Migration,PIB per Capita,Total Unemployment (%),human_development_index,Fecha_Numerico,country_code_c
0,Federación de Rusia,384942.0,1363481063446.77,5.57000017166138,0.824,735599,166
0,Federación de Rusia,374958.0,1222644282201.86,8.30000019073486,0.789,733408,166
0,Federación de Rusia,373316.0,1276786979221.81,5.55999994277954,0.828,735964,166
0,Federación de Rusia,372974.0,1299705764823.62,6.0,0.786,732677,166
0,Federación de Rusia,350105.0,1574199387070.9,5.21000003814697,0.833,736330,166
0,Federación de Rusia,340711.0,1489362488439.76,5.59000015258789,0.83,737425,166
0,Federación de Rusia,336527.0,1657329646183.62,4.84999990463257,0.841,736695,166
0,Federación de Rusia,333509.0,1693113904262.89,4.5,0.845,737060,166
0,Federación de Rusia,304059.0,2208295773643.15,5.44000005722046,0.811,734503,166
0,Federación de Rusia,295952.0,2045925608274.37,6.53999996185303,0.808,734138,166
0,Federación de Rusia,291552.0,2292473246621.08,5.46000003814697,0.817,734869,166
0,Federación de Rusia,289174.0,345470494417.863,7.88000011444092,0.746,730851,166
0,República Árabe Siria,-133823.0,12598742886.9368,8.72500038146973,0.56,735964,187
0,República Árabe Siria,-54336.0,252518218262.806,8.60999965667725,0.66,733773,187
0,República Árabe Siria,-52701.0,224561692650.334,8.14000034332275,0.659,733408,187
0,"Yemen, Rep. del",-23747.0,40415233436.1767,13.2679996490479,0.513,734869,214
0,"Yemen, Rep. del",-20983.0,35401323349.8817,13.1669998168945,0.512,734503,214
0,"Yemen, Rep. del",-21770.0,32726417878.391,13.2349996566772,0.509,734138,214
0,"Yemen, Rep. del",-24072.0,19061978586.1278,12.3660001754761,0.494,732312,214
0,"Yemen, Rep. del",-93742.0,9861560094.74009,11.71399974823,0.46,730486,214
0,"Yemen, Rep. del",-25573.0,30906749533.221,12.831000328064,0.51,733773,214
0,"Yemen, Rep. del",-26971.0,21650532264.2322,12.4940004348755,0.498,732677,214
0,"Yemen, Rep. del",-27870.0,25130274124.2525,12.7489995956421,0.506,733408,214
0,"Yemen, Rep. del",-28242.0,26910851361.7555,12.621000289917,0.501,733042,214
0,"Yemen, Rep. del",-30048.0,43228585321.3272,13.4700002670288,0.505,735234,214
0,"Yemen, Rep. del",-38355.0,42444495590.1077,13.7700004577637,0.477,735599,214
0,"Yemen, Rep. del",-39672.0,26842231204.8047,13.2969999313354,0.459,736330,214
0,"Yemen, Rep. del",-39688.0,31317828583.5859,13.4329996109009,0.467,735964,214
0,"Yemen, Rep. del",-39699.0,21606161066.2074,13.1450004577637,0.459,736695,214
0,"Yemen, Rep. del",-51360.0,16746344766.2044,12.206000328064,0.489,731947,214
0,"Yemen, Rep. del",-87753.0,9652436179.64605,11.5579996109009,0.45,730120,214
0,"Yemen, Rep. del",-99706.0,10694628091.6726,11.8400001525879,0.468,730851,214
0,República Árabe Siria,-18458.0,80590022271.7149,9.60400009155273,0.587,730120,187
0,Ucrania,-77752.0,32375280320.5765,11.710000038147,0.7,730120,202
0,Ucrania,-2173.0,156617861448.576,9.13199996948242,0.775,737425,202
0,Ucrania,-4936.0,89239370109.4698,7.17999982833862,0.743,731947,202
0,Ucrania,-7812.0,153882982016.281,8.1899995803833,0.786,737060,202
0,Ucrania,-11530.0,67220154164.3166,8.59000015258789,0.74,731581,202
0,Ucrania,-21937.0,91030959454.6961,9.14000034332275,0.774,735599,202
0,Ucrania,-33273.0,130891049796.879,8.80000019073486,0.783,736695,202
0,Ucrania,-36318.0,43956369917.0202,10.1400003433228,0.722,730851,202
0,Ucrania,-50447.0,112090530368.543,9.5,0.782,736330,202
